name,category,rating,address,subtypes,type
RedDoorz @ Golden Inn Tugu Yogyakarta,hotels,3.9,"Jl. Kranggan, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel
Best City Hotel,hotels,4.2,"Jl. Tentara Pelajar No.44, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Hotel,hotel
POP! Hotel Malioboro - Yogyakarta,hotels,4.2,"Jl. Gandekan No.92, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel
Hotel Limaran 1 Syariah Malioboro Mitra RedDoorz,hotels,4.2,"Jl. Mayor Suryotomo No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel
Batik Cottage Hotel Yogyakarta,hotels,4.4,"Jl. Dagen, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel
Sky Hotel Hayam Wuruk,hotels,4.0,"Jl. Hayam Wuruk No.51, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel
Indies Style Hotel Malioboro,hotels,4.4,"Jl. Gajah Mada No.28, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel
AJ BOUTIQUE HOTEL MALIOBORO,hotels,4.8,"59X2+W7P, Jl. Singosaren, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Hotel,hotel
Hotel Urban Malioboro Nol Kilometer,hotels,4.0,"Jl. KH. Ahmad Dahlan No.25, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Hotel,hotel
Carani Hotel Yogyakarta,hotels,4.4,"Jl. Prof. Dr. Ir. Herman Johannes No.16, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel
Home Stay H.D.,penginapan,4.1,"Jl. Mayor Suryotomo No.573A, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Lodging,hotel
Front One Budget Malioboro Jogja,hotels,4.5,"Jl. Jagalan - Beji No.61, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel
Whiz Hotel Malioboro Yogyakarta,hotels,4.2,"Jl. Dagen No.8, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel
Burza Hotel Yogyakarta,hotels,4.5,"Jl. Jogokaryan No.61-63, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Hotel, Lodging",hotel
Yats Colony,hotels,4.6,"Jl. Patangpuluhan No.23, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251","Hotel, Asian fusion restaurant, Boutique, Coffee shop, Coworking space",hotel
Andrea Hotel,hotels,4.3,"Jl. Sosrowijayan GT I Gg. 2 No.140, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel
The Cabin Hotel Gandekan,hotels,4.3,"Jl. Gandekan No.2, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel
Sans Hotel Ekkon Yogyakarta,hotels,4.1,"Cokro Square, Ruko Cokro Square, Jl. HOS Cokroaminoto No.Kav 0 Blok Kav N, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",Hotel,hotel
Liberta Malioboro South,hotels,4.7,"Jl. Pringgokusuman No.17, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel
Puri Pangeran Hotel,hotels,4.4,"Jl. Masjid No.7, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel
Regantris Malioboro Yogyakarta,hotels,4.3,"Sosrowijayan St No.33, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel
Cordela Hotel Kartika Dewi Malioboro Yogyakarta,hotels,4.5,"Jl. Bhayangkara No.35, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Hotel, Batik clothing store, Coffee shop, Restaurant, Souvenir store",hotel
Kotta GO Hotel Yogyakarta,hotels,4.7,"Jl. Pangeran Diponegoro No.87, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Hotel,hotel
RedDoorz Plus Syariah near Lempuyangan Station 3,hotels,4.3,"Jl. Tukangan No.29, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel
Omah Qu,hotels,4.4,"Jl. Bausasran No.34, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Hotel, Guest house",hotel
Blue Safir Hotel,hotels,3.2,"Jl. Dagen No.18-22, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel
Tab Hotel Malioboro Jogja,hotels,4.4,"Jl. Kemetiran No.21, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel
De Patuk Malioboro Homestay,homestay,4.6,"Jl. Sastrodipuran No.15, Ngampilan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Homestay,hotel
D'Paragon Malioboro,penginapan,4.7,"Jl. Kp. Sitisewu, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Lodging,hotel
Indonesia Hotel,hotels,4.2,"Sosrowijayan St No.9, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271","Hotel, Lodge",hotel
Tara Hotel Yogyakarta,hotels,4.4,"Jl. Magelang No.129, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",Hotel,hotel
SPOT ON 91888 The Packer Lodge Yogyakarta (Bunk Bed),hotels,4.5,"3, In, Jl. Dagen, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel
Hotel Talenta 3,losmen,4.2,"Jl. Srikandi No.7, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Inn,hotel
Sekar Ayu Hotel Malioboro Mitra RedDoorz,hotels,4.0,"Jl. Abu Bakar Ali No.8, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Hotel,hotel
Hotel Cristalit,hotels,3.9,"Jl. Prawirotaman 2 No.633, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Lodging",hotel
Otu Hostel,hostel,4.8,"Jl. Prawiro Taman I Gg. Batik Gringsing No.517, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hostel,hotel
Losmanos Hostel,hostel,4.5,"Tirtodipuran St Gg. Lesmana, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",Hostel,hotel
RedDoorz @ Mantrijeron 2,hotels,4.4,"Jl. DI Panjaitan, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel
Sans Hotel Mataram Malioboro,hotels,4.3,"Mataram St No.41, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213","Hotel, Hostel",hotel
GRAMM HOTEL by Ambarrukmo Yogyakarta,hotels,4.7,"Jl. Laksda Adisucipto No.82, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
Ki Agung Prestise Hotel Jogja,hotels,3.9,"Jl. Gerilya No.596A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel
Grand Tjokro Yogyakarta,hotels,4.4,"Jl. Affandi No.37, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Banquet hall, Lounge bar, Restaurant",hotel
LAMORA SAGAN ( Formerly h - Boutique Hotel Jogjakarta,hotels,4.4,"Jl. Prof. Dr. Ir. Herman Johannes No.1, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel
Tickle Hotel,hotels,4.2,"Jl. Urip Sumoharjo No.64, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",Hotel,hotel
Khresna Guest House,pondok,3.9,"Jl. Ps. Kembang No.29, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Lodge,hotel
Hotel Safara Yogyakarta,hotels,4.5,"Jl. Veteran No.161, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Hotel, Capsule hotel, Halfway house, Hostel, Inn, Lodge, Homestay",hotel
SNOOZE Yogyakarta,hostel,4.9,"Jl. Mangunnegaran Kulon No.9, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Hostel,hotel
Maranatha Grand Hotel Malioboro,hotels,4.2,"Jl. Dagen No.76, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel
Arte Hotel Malioboro,hotels,4.4,"Jl. Ps. Kembang No.53, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel
Septia Malioboro Hotel,hotels,4.0,"Jl. Pringgokusuman No.22 A, RW.001, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel
Grand Senyum Hotel Yogyakarta,hotels,4.6,"Jl. Pangeran Diponegoro No.27, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel
Griya Sentana Hotel,hotels,4.6,"Jl. Gowongan Lor No.65-67, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel
Meliá Purosani Yogyakarta,hotels,4.6,"Jl. Mayor Suryotomo No.31, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Hotel, Resort hotel",hotel
Hotel Pakuning,hotels,3.8,"Jl. Pakuningratan No.1, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel
Sagan Heritage Hotel,hotels,4.4,"Jl. Kartini No.4, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel
The Jiwanta,hotels,4.8,"Jl. Karangwaru Lor, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241","Hotel, Bed & breakfast, Guest house",hotel
RedDoorz near Jogja City Mall 3,hotels,4.1,"Jl. Kragilan, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Hotel,hotel
Bugis Asri Hotel,hotels,4.4,"Jl. Sugeng Jeroni No.46, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",Hotel,hotel
Votel Viure Hotel Jogjakarta,hotels,4.5,"Jl. Perumnas No 109A Caturtunggal Depok, Ngropoh, Condongcatur, Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
Edu Hotel Malioboro,hotels,4.2,"Jl. Letjen Suprapto No.17, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",Hotel,hotel
Hotel Mawar Asri,hotels,4.2,"Jl. H. Agus Salim No.40, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",Hotel,hotel
"Sentoel Huis, Yogyakarta",rumah wisata,4.8,"Jl. Sultan Agung No.56, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Homestay,hotel
Akur Hotel Malioboro Mitra RedDoorz,hotels,3.8,"Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Hotel,hotel
Airlangga Hotel Prawirotaman,hotels,4.1,"Jl. Prawirotaman No.6-8, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel
Hotel Musafira,hotels,4.3,"Jl. Surokarsan No.15, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Hotel,hotel
nDalem Eyang Dwijo,hotels,4.5,"Jl. Gendeng GK 4 Jl. Cantel Baru No.341, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",Hotel,hotel
RedDoorz Plus @ Hotel Asih UNY,hotels,2.2,"Jl. Colombo No.4, Samirono, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
Hotel Dewi Sri Prawirotaman RedPartner,guest house,3.7,"59H9+822, Jl. Mangkuyudan No.65, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Guest house,hotel
Hotel Orlen Yogyakarta,hotels,4.2,"YAP SQUARE B11, Jl. C. Simanjuntak No.2 Blok B-3, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel
Gaia Cosmo Hotel,hotels,4.6,"Jl. Ipda Tut Harsono No.16, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",Hotel,hotel
Peti Mas Hotel,hotels,4.4,"Jl. Dagen No.27, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Hotel, Lodging",hotel
Embe Enem Homestay,vacation rental,4.665,"Mrican, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta","House, Vacation rental",hotel
Villa Ceria Dukuh,vacation rental,5.0,"Gedongkiwo, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel
Jogja City Residence - Villa with Private Pool,vacation rental,4.95,"Pakuncen, Wirobrajan, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel
Villa Bougenville - Two-Bedroom Villa with Private Pool,vacation rental,5.0,"Mantrijeron, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel
Jogja Life Villas - One-Bedroom Villa,vacation rental,4.45,"Sorosutan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel
OsCo Paviliun - Deluxe Villa,vacation rental,4.95,"Mantrijeron, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel
Sumberwatu Heritage,hotels,4.6,"RT.02/RW.01, Dusun Sumberwatu, Sambirejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572",Resort hotel,hotel
Queen Of The South Beach Resort & Hotel,hotels,4.4,"Jl. Queen of The South, Pantai, Parangtritis, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872","Resort hotel, Hotel",hotel
Edge Resort Yogyakarta,hotels,4.6,"Jl. Gua Langse, Area Hutan, Giricahyo, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55873",Resort hotel,hotel
Khayangan Resort Jogja,hotels,4.2,"Jl. Balong - Degolan Ngepas Lor, Ngepalor, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Resort hotel, Restaurant",hotel
The Westlake Resort Jogja,hotels,4.7,"782Q+H6M, Jalan Ringroad Barat Bedog, Jl. Westlake, Baturan, Trihanggo, Gamping, Sleman Regency, Special Region of Yogyakarta 55291","Resort hotel, Massage spa, Restaurant",hotel
Joglo Plawang Resort & Resto,hotels,4.4,"Jl. Pakem - Turi No.KM 5, Karanggawang, Girikerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551","Resort hotel, Hotel, Swimming pool",hotel
RAJAKLANA Resort And Spa Jogja,hotels,4.6,"Jl. Tugu Gentong, Sambikerep, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Resort hotel,hotel
"Sambi Resort, Spa And Restaurant",hotels,4.4,"Kaliurang St No.Km 19, RW.2, Sambi, Pakembinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582",Resort hotel,hotel
Java Village Resort,hotels,4.5,"Jl. Griya Taman Asri, Karang Kepuh, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511","Hotel, Resort hotel",hotel
Wanasekar Resort,hotels,4.9,"Wanasekar Resort, Jl. Jatirejo, RT.01/RW.21, Jatirejo, Sendangadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55285","Resort hotel, Villa, Wellness hotel",hotel
The Cangkringan Jogja Villa & hotel,hotels,4.4,"Jl. Raya Merapi Golf Jl. Plosokerep Raya, Plosokarep, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",Hotel,hotel
dOmah Yogya Hotel,hotels,4.5,"Jl. Parangtritis No.Km 8.5, Tembi, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186","Hotel, Resort hotel, Villa",hotel
Djawata Resort,hotels,4.7,"Kajen, Bangunjiwo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184",Resort hotel,hotel
Sawah Tamanan Villa & Resort,hotels,4.8,"596M+9X9, Tamanan, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55191",Resort hotel,hotel
Lavillas Jogja,hotels,4.7,"Brengosan, Sumberadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55288","Hotel, Villa",hotel
Bale Devata Resort,hotels,4.8,"Jl. Kenanga, Malangrejo, Wedomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584","Hotel, Resort hotel",hotel
Gamaya Villa Jogja With Privatepool,hotels,4.6,"Jl. Kebon Agung Jl. Jombor Lor, Karang Geneng, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",Hotel,hotel
Front One Resort Jogja,hotels,4.2,"Jl. Ring Road Utara No.186, Ngringin, Mancasan Kidul, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",Resort hotel,hotel
La Luna Resort Yogyakarta,hotels,4.3,"Jl. Palagan Tentara Pelajar No.km.8, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Resort hotel,hotel
Villa Alcheringa,attractions,4.3,"Mancingan, Parangtritis, Kretek, Bantul Regency, Special Region of Yogyakarta 55772","Villa, Tourist attraction",hotel
Demoska Villa Jogja With Privatepool,hotels,4.7,"Jl. Sinduadi, RT.02/RW14, Kutu Patran, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Hotel,hotel
Taman Watu Resort Gunung Kidul,hotels,4.8,"VFV7+H49, Bolang, Girikarto, Kec. Panggang, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872",Hotel,hotel
Rosella Yogyakarta Cottage,hotels,4.5,"Jl. Kabupaten No.km 3.5, Ngawean, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",Hotel,hotel
Hola Villa Jogja With Privatepool,hotels,4.9,"Jl. Jambon II, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242","Hotel, Villa",hotel
Jogja Village,hotels,4.6,"Jl. Menukan No.5, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel
Villa Pondok Terra,attractions,4.5,"Jl. Ngadinegaran No.103 B, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Villa, Resort hotel",hotel
Duta Garden Hotel and Boutique Villa,hotels,4.5,"Timuran Jl. Parangtritis No.103, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel
Dsvarga Glamping & Resto,hotels,4.8,"Jl. K.H. Muhdi No.89, Corongan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Resort hotel,hotel
Agarra Villa,vila,4.7,"Jl. Maskumambang No.5, Ngabean Wetan, Condongcatur, Sleman, Yogyakarta, Daerah Istimewa Yogyakarta 55283",Villa,hotel
Raintree Boutique Villa & Gallery,vila,4.6,"Jl. Melati Wetan No.42, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225","Villa, Art gallery, Event venue, Wedding venue",hotel
Joglo Mandapa Boutique Hotel & Resto,hotels,4.5,"Dusun Kembaran RT. 01, Kembaran, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55183",Hotel,hotel
The Jayakarta Yogyakarta Hotel & Spa,hotels,4.3,"Depan Transmart, Jl. Raya Solo - Yogyakarta No.km, 8, Kalongan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",Hotel,hotel
Tujuan Jogja Villas - Bima,vila,4.7,"Kutu asem, sinduadi, Yogyakarta, Kutu Asem, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55164",Villa,hotel
Kampung Lawasan Heritage Cottage,hotels,4.6,"Jl. Perumnas No.30a, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Event venue, Restaurant",hotel
Seven Trumpets Resort,hotels,4.3,"embung tambakboyo, condongcatur, Sumberadi, Mlati, Jl. Kaswari No.109, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Resort hotel, Lodging",hotel
Bedhot Homestay,pondok,4.7,"Palem Sewu, Panggungharjo, Sewon, Bantul Regency, Special Region of Yogyakarta 55188","Lodge, Lodging",hotel
Maharani Guest House,hotels,4.7,"Jl. Sartono MJ III No.811, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel
Alam Jogja Resort,hotels,4.3,"Jl.Raya Stadion Maguwoharjo 8 Maguwoharjo, Jetis, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55221",Hotel,hotel
Pondok Gajah Homestay,hotels,4.3,"Jl. Ringroad Selatan No.RT. 04, Gonjen, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Hotel, Resort hotel",hotel
Hotel The Margaux Yogyakarta,hotels,4.8,"Jl. Tri Margo Kulon No.14, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241",Hotel,hotel
Java Villas Boutique Hotel & Resto,hotels,4.5,"Jl. Gerilya No.460, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel
Merapi Merbabu Hotels,hotels,4.3,"Jl. Seturan Raya No.99, Kledokan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
Favehotel Kusumanegara,hotels,4.6,"Jl. Kusumanegara No.91, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165","Hotel, Restaurant",hotel
Kimaya Sudirman Yogyakarta by Harris,hotels,4.6,"Jl. Jend. Sudirman No.89, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Hotel, Event venue, Gym, Meeting planning service, Restaurant, Spa, Swimming pool, Wedding service, Wedding venue",hotel
The Grand Palace Hotel Yogyakarta,hotels,4.2,"Jl. Mangkuyudan No.32, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel
RedDoorz @ Omah Kayu Homestay Yogyakarta,hotels,4.4,"Jl. Ringroad Selatan No.92, Saman, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Hotel,hotel
Pelem Sewu Cottage Syariah,hotels,4.6,"Jl. Parangtritis No.364, Palem Sewu, Panggungharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Hotel,hotel
Roemah Renjana Oasis,pondok,4.6,"Griya Gonjen Asri No.C1, Gonjen, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55181",Lodge,hotel
Mantravana Co-Living,hotels,4.3,"Jl. Perumnas No.1, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
Private Villa - Arimbi Resort,vila,4.2,"Gamplong III, Sumberrahayu, Moyudan, Sleman Regency, Special Region of Yogyakarta 55563",Villa,hotel
The Journey Hotel,hotels,4.4,"Jl. Sorosutan No.2e, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Hotel,hotel
Por Aqui Stay & Dine,hotels,4.5,"Jl. Prawirotaman No.31, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Restaurant",hotel
Royal Malioboro by Aston,hotels,4.9,"Jl. Ps. Kembang No.29, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Hotel, Event venue, Restaurant, Wedding venue",hotel
Karabineri Villa Jogja Private Pool | Villa di Jogjakarta Private Pool |,attractions,4.9,"sub, Jl. Gito Gati Jl. Flamboyan No.88, Rejodani 1, Tambakrejo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Villa, Country house, Guest house, Hotel, Homestay, Tourist attraction",hotel
Roemah Renjana Tirtodipuran,pondok,4.6,"Jalan Tirtodipuran RT/RW 061/017, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Lodge,hotel
Grand Mercure Yogyakarta Adi Sucipto,hotels,4.8,"Jl. Laksda Adisucipto No.80, Demangan Baru, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
Hotel Neo Malioboro,hotels,4.7,"Jl. Ps. Kembang No.21, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Hotel, Event venue, Restaurant, Wedding venue",hotel
Hotel Diana Jogja,hotels,4.3,"Tirtodipuran St No.9, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",Hotel,hotel
IPIENK HOUSE Beyond Luxury,hotels,4.8,"Jl. Bausasran DN 3 No.719-720, RT.45/RW.11, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211","Hotel, Bed & breakfast, Guest house, Homestay",hotel
PONDOK AUDY,hotels,4.5,"69J5+385, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55242",Resort hotel,hotel
