name,category,rating,address,subtypes,type,price_estimate
The Phoenix Hotel Yogyakarta - Handwritten Collection,hotels,4.7,"Jl. Jend. Sudirman No.9, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000
Rene Hotel,hotels,4.2,"Jl. Margo Utomo No.59, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000
Hotel Grand Rosela,hotels,4.2,"Jl. Prawirotaman No.28, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Metro Malioboro Living House,hotels,4.5,"Jl. Ronodigdayan No.16, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211",Hotel,hotel,350000
Abrakadabra Homestay,bed & breakfast,4.8,"Jl. Siliran Kidul No.65A, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Bed & breakfast,hotel,350000
Harper Malioboro Yogyakarta,hotels,4.8,"Jl. P. Mangkubumi No.52, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000
Kalya Hotel,hotels,4.2,"Jl. Gedongkuning No.118, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Hotel,hotel,350000
Grand Kangen Hotel Urip Sumoharjo Yogyakarta,hotels,4.4,"Jl. Urip Sumoharjo No.137, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",Hotel,hotel,350000
Hotel 1001 Malam,hotels,4.3,"Gg. 2 Jl. Sosrowijayan GT I No.57, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
DBC Room,bed & breakfast,3.7,"Jl. Beskalan No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Bed & breakfast,hotel,350000
Chantya Hotel by Grand Sarila Yogyakarta,hotels,4.2,"Jl. Sisingamangaraja No.21A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Coffee shop, Gym, Indonesian restaurant, Public swimming pool, Spa and health club",hotel,350000
KJ Hotel Yogyakarta,hotels,4.5,"Jl. Parangtritis No.120, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000
Pan Family Hotel,hotels,4.5,"Jl. Taman Siswa, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Hotel,hotel,350000
RedDoorz @ Golden Inn Tugu Yogyakarta,hotels,3.9,"Jl. Kranggan, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000
Best City Hotel,hotels,4.2,"Jl. Tentara Pelajar No.44, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Hotel,hotel,350000
POP! Hotel Malioboro - Yogyakarta,hotels,4.2,"Jl. Gandekan No.92, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel,350000
Hotel Limaran 1 Syariah Malioboro Mitra RedDoorz,hotels,4.2,"Jl. Mayor Suryotomo No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000
Batik Cottage Hotel Yogyakarta,hotels,4.4,"Jl. Dagen, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
Sky Hotel Hayam Wuruk,hotels,4.0,"Jl. Hayam Wuruk No.51, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel,350000
Indies Style Hotel Malioboro,hotels,4.4,"Jl. Gajah Mada No.28, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000
AJ BOUTIQUE HOTEL MALIOBORO,hotels,4.8,"59X2+W7P, Jl. Singosaren, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Hotel,hotel,350000
Hotel Urban Malioboro Nol Kilometer,hotels,4.0,"Jl. KH. Ahmad Dahlan No.25, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Hotel,hotel,350000
Carani Hotel Yogyakarta,hotels,4.4,"Jl. Prof. Dr. Ir. Herman Johannes No.16, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel,350000
Home Stay H.D.,penginapan,4.1,"Jl. Mayor Suryotomo No.573A, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Lodging,hotel,350000
Front One Budget Malioboro Jogja,hotels,4.5,"Jl. Jagalan - Beji No.61, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000
Whiz Hotel Malioboro Yogyakarta,hotels,4.2,"Jl. Dagen No.8, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
Burza Hotel Yogyakarta,hotels,4.5,"Jl. Jogokaryan No.61-63, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Hotel, Lodging",hotel,350000
Yats Colony,hotels,4.6,"Jl. Patangpuluhan No.23, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251","Hotel, Asian fusion restaurant, Boutique, Coffee shop, Coworking space",hotel,350000
Andrea Hotel,hotels,4.3,"Jl. Sosrowijayan GT I Gg. 2 No.140, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
The Cabin Hotel Gandekan,hotels,4.3,"Jl. Gandekan No.2, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
Sans Hotel Ekkon Yogyakarta,hotels,4.1,"Cokro Square, Ruko Cokro Square, Jl. HOS Cokroaminoto No.Kav 0 Blok Kav N, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",Hotel,hotel,350000
Liberta Malioboro South,hotels,4.7,"Jl. Pringgokusuman No.17, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel,350000
Puri Pangeran Hotel,hotels,4.4,"Jl. Masjid No.7, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000
Regantris Malioboro Yogyakarta,hotels,4.3,"Sosrowijayan St No.33, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel,350000
Cordela Hotel Kartika Dewi Malioboro Yogyakarta,hotels,4.5,"Jl. Bhayangkara No.35, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Hotel, Batik clothing store, Coffee shop, Restaurant, Souvenir store",hotel,350000
RedDoorz Plus Syariah near Lempuyangan Station 3,hotels,4.3,"Jl. Tukangan No.29, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel,350000
Omah Qu,hotels,4.4,"Jl. Bausasran No.34, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Hotel, Guest house",hotel,350000
Blue Safir Hotel,hotels,3.2,"Jl. Dagen No.18-22, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
Tab Hotel Malioboro Jogja,hotels,4.4,"Jl. Kemetiran No.21, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel,350000
De Patuk Malioboro Homestay,homestay,4.6,"Jl. Sastrodipuran No.15, Ngampilan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Homestay,hotel,350000
D'Paragon Malioboro,penginapan,4.7,"Jl. Kp. Sitisewu, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Lodging,hotel,350000
Indonesia Hotel,hotels,4.2,"Sosrowijayan St No.9, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271","Hotel, Lodge",hotel,350000
Tara Hotel Yogyakarta,hotels,4.4,"Jl. Magelang No.129, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",Hotel,hotel,350000
SPOT ON 91888 The Packer Lodge Yogyakarta (Bunk Bed),hotels,4.5,"3, In, Jl. Dagen, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel,350000
Hotel Talenta 3,losmen,4.2,"Jl. Srikandi No.7, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Inn,hotel,350000
Sekar Ayu Hotel Malioboro Mitra RedDoorz,hotels,4.0,"Jl. Abu Bakar Ali No.8, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Hotel,hotel,350000
Hotel Cristalit,hotels,3.9,"Jl. Prawirotaman 2 No.633, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Lodging",hotel,350000
Otu Hostel,hostel,4.8,"Jl. Prawiro Taman I Gg. Batik Gringsing No.517, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hostel,hotel,150000
Losmanos Hostel,hostel,4.5,"Tirtodipuran St Gg. Lesmana, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",Hostel,hotel,150000
RedDoorz @ Mantrijeron 2,hotels,4.4,"Jl. DI Panjaitan, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000
Sans Hotel Mataram Malioboro,hotels,4.3,"Mataram St No.41, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213","Hotel, Hostel",hotel,350000
GRAMM HOTEL by Ambarrukmo Yogyakarta,hotels,4.7,"Jl. Laksda Adisucipto No.82, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
Ki Agung Prestise Hotel Jogja,hotels,3.9,"Jl. Gerilya No.596A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Grand Tjokro Yogyakarta,hotels,4.4,"Jl. Affandi No.37, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Banquet hall, Lounge bar, Restaurant",hotel,350000
LAMORA SAGAN ( Formerly h - Boutique Hotel Jogjakarta,hotels,4.4,"Jl. Prof. Dr. Ir. Herman Johannes No.1, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel,350000
Tickle Hotel,hotels,4.2,"Jl. Urip Sumoharjo No.64, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",Hotel,hotel,350000
Khresna Guest House,pondok,3.9,"Jl. Ps. Kembang No.29, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Lodge,hotel,350000
Hotel Safara Yogyakarta,hotels,4.5,"Jl. Veteran No.161, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Hotel, Capsule hotel, Halfway house, Hostel, Inn, Lodge, Homestay",hotel,350000
SNOOZE Yogyakarta,hostel,4.9,"Jl. Mangunnegaran Kulon No.9, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Hostel,hotel,150000
Maranatha Grand Hotel Malioboro,hotels,4.2,"Jl. Dagen No.76, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
Arte Hotel Malioboro,hotels,4.4,"Jl. Ps. Kembang No.53, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000
Septia Malioboro Hotel,hotels,4.0,"Jl. Pringgokusuman No.22 A, RW.001, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel,350000
Grand Senyum Hotel Yogyakarta,hotels,4.6,"Jl. Pangeran Diponegoro No.27, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000
Griya Sentana Hotel,hotels,4.6,"Jl. Gowongan Lor No.65-67, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000
Meliá Purosani Yogyakarta,hotels,4.6,"Jl. Mayor Suryotomo No.31, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Hotel, Resort hotel",hotel,350000
Hotel Pakuning,hotels,3.8,"Jl. Pakuningratan No.1, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000
Sagan Heritage Hotel,hotels,4.4,"Jl. Kartini No.4, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel,350000
The Jiwanta,hotels,4.8,"Jl. Karangwaru Lor, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241","Hotel, Bed & breakfast, Guest house",hotel,350000
RedDoorz near Jogja City Mall 3,hotels,4.1,"Jl. Kragilan, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Hotel,hotel,350000
Bugis Asri Hotel,hotels,4.4,"Jl. Sugeng Jeroni No.46, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",Hotel,hotel,350000
Votel Viure Hotel Jogjakarta,hotels,4.5,"Jl. Perumnas No 109A Caturtunggal Depok, Ngropoh, Condongcatur, Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
Edu Hotel Malioboro,hotels,4.2,"Jl. Letjen Suprapto No.17, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",Hotel,hotel,350000
Hotel Mawar Asri,hotels,4.2,"Jl. H. Agus Salim No.40, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",Hotel,hotel,350000
"Sentoel Huis, Yogyakarta",rumah wisata,4.8,"Jl. Sultan Agung No.56, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Homestay,hotel,350000
Akur Hotel Malioboro Mitra RedDoorz,hotels,3.8,"Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Hotel,hotel,350000
Airlangga Hotel Prawirotaman,hotels,4.1,"Jl. Prawirotaman No.6-8, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Hotel Musafira,hotels,4.3,"Jl. Surokarsan No.15, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Hotel,hotel,350000
nDalem Eyang Dwijo,hotels,4.5,"Jl. Gendeng GK 4 Jl. Cantel Baru No.341, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",Hotel,hotel,350000
RedDoorz Plus @ Hotel Asih UNY,hotels,2.2,"Jl. Colombo No.4, Samirono, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
Hotel Dewi Sri Prawirotaman RedPartner,guest house,3.7,"59H9+822, Jl. Mangkuyudan No.65, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Guest house,hotel,200000
Hotel Orlen Yogyakarta,hotels,4.2,"YAP SQUARE B11, Jl. C. Simanjuntak No.2 Blok B-3, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel,350000
Peti Mas Hotel,hotels,4.4,"Jl. Dagen No.27, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Hotel, Lodging",hotel,350000
Embe Enem Homestay,vacation rental,4.665,"Mrican, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta","House, Vacation rental",hotel,350000
Villa Ceria Dukuh,vacation rental,5.0,"Gedongkiwo, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel,350000
Jogja City Residence - Villa with Private Pool,vacation rental,4.95,"Pakuncen, Wirobrajan, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel,350000
Villa Bougenville - Two-Bedroom Villa with Private Pool,vacation rental,5.0,"Mantrijeron, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel,350000
Jogja Life Villas - One-Bedroom Villa,vacation rental,4.45,"Sorosutan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel,350000
OsCo Paviliun - Deluxe Villa,vacation rental,4.95,"Mantrijeron, Yogyakarta City, Special Region of Yogyakarta","Villa, Vacation rental",hotel,350000
Sumberwatu Heritage,hotels,4.6,"RT.02/RW.01, Dusun Sumberwatu, Sambirejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572",Resort hotel,hotel,350000
Queen Of The South Beach Resort & Hotel,hotels,4.4,"Jl. Queen of The South, Pantai, Parangtritis, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872","Resort hotel, Hotel",hotel,350000
Edge Resort Yogyakarta,hotels,4.6,"Jl. Gua Langse, Area Hutan, Giricahyo, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55873",Resort hotel,hotel,350000
Khayangan Resort Jogja,hotels,4.2,"Jl. Balong - Degolan Ngepas Lor, Ngepalor, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Resort hotel, Restaurant",hotel,350000
The Westlake Resort Jogja,hotels,4.7,"782Q+H6M, Jalan Ringroad Barat Bedog, Jl. Westlake, Baturan, Trihanggo, Gamping, Sleman Regency, Special Region of Yogyakarta 55291","Resort hotel, Massage spa, Restaurant",hotel,350000
Joglo Plawang Resort & Resto,hotels,4.4,"Jl. Pakem - Turi No.KM 5, Karanggawang, Girikerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551","Resort hotel, Hotel, Swimming pool",hotel,350000
RAJAKLANA Resort And Spa Jogja,hotels,4.6,"Jl. Tugu Gentong, Sambikerep, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Resort hotel,hotel,350000
"Sambi Resort, Spa And Restaurant",hotels,4.4,"Kaliurang St No.Km 19, RW.2, Sambi, Pakembinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582",Resort hotel,hotel,350000
Java Village Resort,hotels,4.5,"Jl. Griya Taman Asri, Karang Kepuh, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511","Hotel, Resort hotel",hotel,350000
Wanasekar Resort,hotels,4.9,"Wanasekar Resort, Jl. Jatirejo, RT.01/RW.21, Jatirejo, Sendangadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55285","Resort hotel, Villa, Wellness hotel",hotel,350000
The Cangkringan Jogja Villa & hotel,hotels,4.4,"Jl. Raya Merapi Golf Jl. Plosokerep Raya, Plosokarep, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",Hotel,hotel,350000
dOmah Yogya Hotel,hotels,4.5,"Jl. Parangtritis No.Km 8.5, Tembi, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186","Hotel, Resort hotel, Villa",hotel,350000
Djawata Resort,hotels,4.7,"Kajen, Bangunjiwo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184",Resort hotel,hotel,350000
Sawah Tamanan Villa & Resort,hotels,4.8,"596M+9X9, Tamanan, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55191",Resort hotel,hotel,350000
Lavillas Jogja,hotels,4.7,"Brengosan, Sumberadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55288","Hotel, Villa",hotel,350000
Bale Devata Resort,hotels,4.8,"Jl. Kenanga, Malangrejo, Wedomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584","Hotel, Resort hotel",hotel,350000
Gamaya Villa Jogja With Privatepool,hotels,4.6,"Jl. Kebon Agung Jl. Jombor Lor, Karang Geneng, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",Hotel,hotel,350000
Front One Resort Jogja,hotels,4.2,"Jl. Ring Road Utara No.186, Ngringin, Mancasan Kidul, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",Resort hotel,hotel,350000
La Luna Resort Yogyakarta,hotels,4.3,"Jl. Palagan Tentara Pelajar No.km.8, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Resort hotel,hotel,350000
Villa Alcheringa,attractions,4.3,"Mancingan, Parangtritis, Kretek, Bantul Regency, Special Region of Yogyakarta 55772","Villa, Tourist attraction",hotel,40000
Demoska Villa Jogja With Privatepool,hotels,4.7,"Jl. Sinduadi, RT.02/RW14, Kutu Patran, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Hotel,hotel,350000
Taman Watu Resort Gunung Kidul,hotels,4.8,"VFV7+H49, Bolang, Girikarto, Kec. Panggang, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872",Hotel,hotel,350000
Rosella Yogyakarta Cottage,hotels,4.5,"Jl. Kabupaten No.km 3.5, Ngawean, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",Hotel,hotel,350000
Hola Villa Jogja With Privatepool,hotels,4.9,"Jl. Jambon II, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242","Hotel, Villa",hotel,350000
Jogja Village,hotels,4.6,"Jl. Menukan No.5, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Villa Pondok Terra,attractions,4.5,"Jl. Ngadinegaran No.103 B, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Villa, Resort hotel",hotel,350000
Duta Garden Hotel and Boutique Villa,hotels,4.5,"Timuran Jl. Parangtritis No.103, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Dsvarga Glamping & Resto,hotels,4.8,"Jl. K.H. Muhdi No.89, Corongan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Resort hotel,hotel,350000
Agarra Villa,vila,4.7,"Jl. Maskumambang No.5, Ngabean Wetan, Condongcatur, Sleman, Yogyakarta, Daerah Istimewa Yogyakarta 55283",Villa,hotel,350000
Raintree Boutique Villa & Gallery,vila,4.6,"Jl. Melati Wetan No.42, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225","Villa, Art gallery, Event venue, Wedding venue",hotel,350000
Joglo Mandapa Boutique Hotel & Resto,hotels,4.5,"Dusun Kembaran RT. 01, Kembaran, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55183",Hotel,hotel,350000
The Jayakarta Yogyakarta Hotel & Spa,hotels,4.3,"Depan Transmart, Jl. Raya Solo - Yogyakarta No.km, 8, Kalongan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",Hotel,hotel,350000
Tujuan Jogja Villas - Bima,vila,4.7,"Kutu asem, sinduadi, Yogyakarta, Kutu Asem, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55164",Villa,hotel,350000
Kampung Lawasan Heritage Cottage,hotels,4.6,"Jl. Perumnas No.30a, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Event venue, Restaurant",hotel,350000
Seven Trumpets Resort,hotels,4.3,"embung tambakboyo, condongcatur, Sumberadi, Mlati, Jl. Kaswari No.109, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Resort hotel, Lodging",hotel,350000
Bedhot Homestay,pondok,4.7,"Palem Sewu, Panggungharjo, Sewon, Bantul Regency, Special Region of Yogyakarta 55188","Lodge, Lodging",hotel,350000
Maharani Guest House,hotels,4.7,"Jl. Sartono MJ III No.811, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000
Alam Jogja Resort,hotels,4.3,"Jl.Raya Stadion Maguwoharjo 8 Maguwoharjo, Jetis, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55221",Hotel,hotel,350000
Pondok Gajah Homestay,hotels,4.3,"Jl. Ringroad Selatan No.RT. 04, Gonjen, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Hotel, Resort hotel",hotel,350000
Hotel The Margaux Yogyakarta,hotels,4.8,"Jl. Tri Margo Kulon No.14, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241",Hotel,hotel,350000
Java Villas Boutique Hotel & Resto,hotels,4.5,"Jl. Gerilya No.460, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Merapi Merbabu Hotels,hotels,4.3,"Jl. Seturan Raya No.99, Kledokan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
Favehotel Kusumanegara,hotels,4.6,"Jl. Kusumanegara No.91, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165","Hotel, Restaurant",hotel,350000
Kimaya Sudirman Yogyakarta by Harris,hotels,4.6,"Jl. Jend. Sudirman No.89, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Hotel, Event venue, Gym, Meeting planning service, Restaurant, Spa, Swimming pool, Wedding service, Wedding venue",hotel,350000
The Grand Palace Hotel Yogyakarta,hotels,4.2,"Jl. Mangkuyudan No.32, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000
